LoanID,CustomerID,Product,Region,LoanAmount,TermMonths,InterestRate,ApplicationDate,ApprovalDate,ApprovalDays,LoanStatus,RiskBand,OutstandingBalance
L0000991,C001383,Personal Loan,North West,4000,36,7.9,2025-06-18,2025-06-22,4,Active,Medium,2272.56
L0000992,C001384,Debt Consolidation,South West,16500,36,15.9,2026-01-15,2026-01-20,5,Approved,Medium,13507.09
L0000993,C001385,Debt Consolidation,Midlands,19000,12,12.9,2025-02-14,2025-02-18,4,Active,Low,3241.17
L0000994,C001386,Debt Consolidation,Scotland,4500,48,9.9,2025-06-17,2025-06-23,6,Defaulted,Low,3234.06
L0000995,C001387,Home Improvement,South West,10500,48,12.9,2026-03-20,2026-03-26,6,Active,Medium,5302.68
L0000996,C001388,Debt Consolidation,North West,4500,48,15.9,2026-01-18,2026-01-24,6,Active,Low,4313.5
L0000997,C001389,Personal Loan,Wales,12000,48,15.9,2025-03-31,2025-04-08,8,Delinquent,Low,11464.99
L0000998,C001390,Home Improvement,South East,6000,48,18.9,2025-07-25,2025-07-31,6,Active,Low,3502.01
L0000999,C001392,Car Finance,Midlands,26000,12,15.9,2025-12-06,2025-12-10,4,Active,Low,6151.06
L0001000,C001393,Debt Consolidation,London,3000,48,18.9,2026-03-23,2026-03-28,5,Closed,Low,0
L0001001,C001395,Personal Loan,Scotland,6000,48,15.9,2025-04-12,2025-04-20,8,Defaulted,Low,5454.35
L0001002,C001396,Debt Consolidation,London,6000,60,7.9,2026-04-09,2026-04-15,6,Delinquent,Low,3639.68
L0001003,C001398,Debt Consolidation,Scotland,24000,24,7.9,2025-01-08,2025-01-17,9,Active,High,14479.4
L0001004,C001399,Home Improvement,London,14000,48,9.9,2026-04-24,2026-04-29,5,Active,Low,2902.88
L0001005,C001401,Debt Consolidation,Wales,22500,36,18.9,2026-05-15,2026-05-19,4,Active,Low,17778.06
L0001006,C001402,Home Improvement,Wales,21500,12,12.9,2026-06-05,2026-06-12,7,Active,Medium,19680.55
L0001007,C001403,Home Improvement,South East,27500,12,7.9,2026-04-13,2026-04-16,3,Closed,Low,0
L0001008,C001405,Home Improvement,South West,14500,48,9.9,2025-02-10,2025-02-14,4,Active,Low,11575.56
L0001009,C001406,Debt Consolidation,London,18000,12,12.9,2025-03-24,2025-03-30,6,Approved,Low,5609.65
L0001010,C001408,Car Finance,Wales,23000,48,12.9,2025-06-21,2025-06-25,4,Closed,Low,0
L0001011,C001409,Home Improvement,Scotland,11000,36,15.9,2026-06-05,2026-06-13,8,Closed,High,0
L0001012,C001410,Debt Consolidation,Wales,24000,48,12.9,2026-03-29,2026-04-03,5,Delinquent,Low,11150.05
L0001013,C001412,Home Improvement,North West,18500,12,18.9,2025-11-20,2025-11-25,5,Approved,Low,5271.17
L0001014,C001413,Home Improvement,South West,5000,60,9.9,2025-08-03,2025-08-09,6,Active,Medium,1202.82
L0001015,C001414,Debt Consolidation,London,6500,24,7.9,2025-02-26,2025-03-01,3,Delinquent,Low,3805.56
L0001016,C001415,Home Improvement,London,13500,12,12.9,2026-06-04,2026-06-09,5,Closed,High,0
L0001017,C001418,Debt Consolidation,Wales,13500,36,15.9,2025-12-09,2025-12-14,5,Active,Low,8261.07
L0001018,C001419,Personal Loan,Scotland,18500,60,18.9,2025-11-27,2025-12-03,6,Approved,Medium,12687.05
L0001019,C001420,Debt Consolidation,South West,28500,24,18.9,2025-02-20,2025-02-24,4,Active,Low,17374.49
L0001020,C001422,Car Finance,Scotland,21000,36,15.9,2025-06-15,2025-06-20,5,Active,Medium,20535.06
L0001021,C001423,Car Finance,North West,11000,36,18.9,2025-05-30,2025-06-03,4,Closed,Low,0
L0001022,C001424,Personal Loan,South West,26500,60,12.9,2025-01-29,2025-02-01,3,Delinquent,Low,23274.45
L0001023,C001425,Debt Consolidation,South East,29500,36,7.9,2025-08-21,2025-08-25,4,Closed,Low,0
L0001024,C001426,Car Finance,North West,18000,24,12.9,2025-03-02,2025-03-10,8,Closed,Low,0
L0001025,C001427,Car Finance,North West,7000,60,7.9,2025-12-25,2025-12-30,5,Active,Low,6101.44
L0001026,C001428,Home Improvement,North West,27000,12,7.9,2025-04-16,2025-04-22,6,Delinquent,Medium,12007.49
L0001027,C001429,Home Improvement,South West,17000,12,9.9,2025-11-06,2025-11-12,6,Active,Medium,14436.12
L0001028,C001430,Home Improvement,Wales,19000,24,7.9,2026-02-26,2026-03-06,8,Approved,Medium,6646.95
L0001029,C001431,Home Improvement,Midlands,25000,12,7.9,2025-02-10,2025-02-16,6,Closed,Low,0
L0001030,C001432,Home Improvement,South West,2500,48,12.9,2025-08-01,2025-08-07,6,Active,Low,552.62
L0001031,C001433,Car Finance,London,19000,48,7.9,2025-08-24,2025-08-30,6,Active,Medium,5596.6
L0001032,C001434,Debt Consolidation,Wales,23500,60,9.9,2026-03-15,2026-03-21,6,Active,Medium,19374.11
L0001033,C001435,Car Finance,South East,6500,48,15.9,2025-02-15,2025-02-20,5,Active,Low,4348.77
L0001034,C001436,Personal Loan,London,16500,60,7.9,2026-04-12,2026-04-18,6,Active,Low,9468.77
L0001035,C001438,Home Improvement,North West,20500,48,7.9,2026-03-05,2026-03-13,8,Active,Low,3103.0
L0001036,C001443,Debt Consolidation,Wales,20500,60,12.9,2025-03-21,2025-03-25,4,Closed,Low,0
L0001037,C001445,Debt Consolidation,North West,21500,60,9.9,2025-11-14,2025-11-17,3,Approved,Low,5615.02
L0001038,C001448,Car Finance,North West,11000,24,18.9,2026-05-21,2026-05-27,6,Delinquent,Medium,1659.49
L0001039,C001449,Car Finance,Scotland,27500,12,18.9,2025-05-27,2025-06-02,6,Delinquent,Medium,4344.78
L0001040,C001450,Personal Loan,Wales,10500,12,9.9,2025-12-15,2025-12-21,6,Closed,High,0
L0001041,C001451,Personal Loan,South West,23000,48,9.9,2025-08-18,2025-08-21,3,Active,Low,13225.81
L0001042,C001453,Debt Consolidation,South West,11000,48,7.9,2025-07-27,2025-08-02,6,Active,High,2666.73
L0001043,C001454,Home Improvement,Midlands,6000,36,15.9,2025-11-14,2025-11-18,4,Active,Low,2147.7
L0001044,C001455,Debt Consolidation,North West,27000,36,9.9,2026-02-19,2026-02-25,6,Active,Medium,23452.3
L0001045,C001456,Home Improvement,Scotland,9500,36,12.9,2025-08-20,2025-08-27,7,Active,Low,4161.59
L0001046,C001457,Car Finance,Midlands,4000,36,9.9,2026-02-03,2026-02-09,6,Defaulted,Low,1532.39
L0001047,C001459,Car Finance,London,26000,48,7.9,2025-03-03,2025-03-08,5,Active,Low,18352.1
L0001048,C001460,Debt Consolidation,Wales,21000,48,9.9,2025-12-04,2025-12-12,8,Active,High,14058.93
L0001049,C001461,Debt Consolidation,Wales,2000,24,12.9,2025-09-22,2025-09-23,1,Closed,Low,0
L0001050,C001464,Home Improvement,North West,3500,36,9.9,2026-04-02,2026-04-05,3,Active,Low,3153.15
L0001051,C001465,Car Finance,London,14500,24,12.9,2026-04-08,2026-04-14,6,Active,Low,11865.77
L0001052,C001466,Car Finance,Scotland,11500,48,18.9,2025-06-23,2025-06-28,5,Closed,Medium,0
L0001053,C001468,Home Improvement,Scotland,3000,48,7.9,2026-03-27,2026-03-31,4,Approved,Medium,1596.03
L0001054,C001469,Home Improvement,London,29000,24,7.9,2025-07-10,2025-07-16,6,Active,Medium,6377.78
L0001055,C001471,Debt Consolidation,Midlands,9000,12,15.9,2025-02-13,2025-02-20,7,Approved,Low,4111.59
L0001056,C001472,Personal Loan,Scotland,6500,60,18.9,2025-10-29,2025-11-03,5,Closed,Medium,0
L0001057,C001473,Personal Loan,Midlands,8500,60,9.9,2025-01-19,2025-01-24,5,Active,Medium,2014.75
L0001058,C001475,Debt Consolidation,North West,15000,12,12.9,2025-09-04,2025-09-07,3,Active,Medium,4562.77
L0001059,C001476,Home Improvement,Scotland,17500,48,12.9,2025-03-09,2025-03-16,7,Active,Low,16834.37
L0001060,C001477,Car Finance,North West,22000,24,12.9,2026-01-08,2026-01-12,4,Delinquent,High,7090.3
L0001061,C001478,Personal Loan,South West,11500,60,18.9,2025-06-26,2025-07-01,5,Delinquent,Low,9973.34
L0001062,C001479,Personal Loan,London,24000,48,15.9,2025-03-17,2025-03-20,3,Active,Low,16039.45
L0001063,C001481,Home Improvement,North West,2500,24,15.9,2026-05-05,2026-05-07,2,Active,Low,2381.86
L0001064,C001482,Home Improvement,Wales,3000,12,7.9,2026-05-22,2026-05-27,5,Delinquent,Medium,1208.01
L0001065,C001484,Car Finance,North West,10500,12,9.9,2025-10-06,2025-10-10,4,Closed,Medium,0
L0001066,C001486,Car Finance,London,25500,36,9.9,2026-02-20,2026-02-23,3,Delinquent,Low,21039.95
L0001067,C001487,Personal Loan,South West,14500,24,9.9,2025-10-16,2025-10-21,5,Active,Medium,5951.37
L0001068,C001488,Debt Consolidation,North West,26500,60,15.9,2025-09-28,2025-10-03,5,Delinquent,Low,16435.71
L0001069,C001489,Personal Loan,South West,11000,24,15.9,2025-03-27,2025-03-31,4,Closed,Medium,0
L0001070,C001490,Home Improvement,London,17500,36,7.9,2025-10-17,2025-10-20,3,Approved,Medium,11848.34
L0001071,C001491,Personal Loan,South East,5500,36,15.9,2025-04-23,2025-04-26,3,Active,Low,4995.15
L0001072,C001492,Personal Loan,South East,18500,36,12.9,2026-05-25,2026-05-29,4,Active,Low,5172.66
L0001073,C001493,Home Improvement,London,28000,48,15.9,2025-10-30,2025-11-04,5,Defaulted,Medium,12912.62
L0001074,C001495,Home Improvement,South East,22000,24,18.9,2025-04-22,2025-04-29,7,Approved,Low,10273.45
L0001075,C001496,Personal Loan,North West,18000,24,9.9,2025-06-08,2025-06-14,6,Active,Low,8950.73
L0001076,C001498,Personal Loan,London,27000,24,7.9,2025-07-19,2025-07-24,5,Active,Medium,13517.66
L0001077,C001499,Personal Loan,North West,3000,60,18.9,2025-06-24,2025-06-28,4,Active,Medium,2809.63
L0001078,C001500,Personal Loan,South West,8500,60,18.9,2026-04-07,2026-04-13,6,Active,Low,1724.69
L0001079,C001502,Personal Loan,London,6000,48,18.9,2025-11-15,2025-11-20,5,Active,Low,1558.73
L0001080,C001503,Home Improvement,Wales,26500,36,15.9,2025-10-02,2025-10-09,7,Active,Medium,23161.78
L0001081,C001504,Debt Consolidation,South West,14500,60,12.9,2025-03-21,2025-03-28,7,Active,Medium,13295.98
L0001082,C001506,Debt Consolidation,Wales,14500,12,12.9,2025-08-12,2025-08-16,4,Closed,High,0
L0001083,C001507,Debt Consolidation,North West,10000,24,7.9,2025-03-31,2025-04-05,5,Active,Low,5640.22
L0001084,C001508,Debt Consolidation,London,25000,24,15.9,2025-09-10,2025-09-17,7,Closed,Medium,0
L0001085,C001509,Home Improvement,South West,26500,36,12.9,2025-10-03,2025-10-08,5,Active,Low,6968.21
L0001086,C001510,Car Finance,London,12500,12,15.9,2026-02-09,2026-02-13,4,Active,Low,3674.96
L0001087,C001511,Car Finance,Scotland,14500,36,12.9,2025-09-27,2025-10-04,7,Delinquent,Medium,9158.89
L0001088,C001512,Home Improvement,South West,25500,36,9.9,2025-01-05,2025-01-08,3,Delinquent,Low,24436.22
L0001089,C001513,Home Improvement,Wales,8500,12,15.9,2026-03-31,2026-04-05,5,Active,Medium,5087.87
L0001090,C001514,Car Finance,South East,12000,36,7.9,2025-06-20,2025-06-25,5,Active,High,7223.32
L0001091,C001515,Debt Consolidation,Scotland,12500,12,9.9,2026-03-05,2026-03-10,5,Active,Low,6173.09
L0001092,C001517,Car Finance,South East,6000,48,12.9,2025-03-22,2025-03-29,7,Active,Low,3915.27
L0001093,C001519,Car Finance,Scotland,7000,60,9.9,2026-03-17,2026-03-24,7,Active,Low,6214.33
L0001094,C001520,Personal Loan,Wales,21500,36,15.9,2025-03-05,2025-03-11,6,Active,Medium,7116.43
L0001095,C001521,Home Improvement,Scotland,13000,24,18.9,2025-12-07,2025-12-12,5,Active,Medium,7372.54
L0001096,C001522,Debt Consolidation,Wales,20500,48,15.9,2025-02-03,2025-02-09,6,Closed,High,0
L0001097,C001523,Personal Loan,South East,20000,60,15.9,2026-03-29,2026-04-02,4,Active,Medium,9560.83
L0001098,C001524,Personal Loan,Scotland,7500,60,12.9,2025-01-05,2025-01-12,7,Active,Low,3016.47
L0001099,C001525,Home Improvement,Scotland,8500,12,7.9,2025-04-02,2025-04-06,4,Approved,Low,5941.75
L0001100,C001527,Car Finance,Scotland,9000,12,18.9,2025-06-18,2025-06-23,5,Delinquent,Low,8755.77
L0001101,C001528,Personal Loan,London,23000,24,9.9,2025-01-18,2025-01-22,4,Approved,Low,7754.38
L0001102,C001529,Home Improvement,North West,16000,48,12.9,2025-07-08,2025-07-13,5,Closed,Low,0
L0001103,C001530,Home Improvement,South East,19500,36,15.9,2025-11-12,2025-11-17,5,Active,Medium,4621.97
L0001104,C001532,Home Improvement,South East,2500,24,9.9,2025-03-18,2025-03-23,5,Active,Medium,594.59
L0001105,C001534,Debt Consolidation,Midlands,5500,24,15.9,2025-06-28,2025-07-03,5,Closed,Low,0
L0001106,C001536,Home Improvement,South West,11500,48,15.9,2026-03-15,2026-03-21,6,Active,Low,10302.65
L0001107,C001538,Debt Consolidation,Wales,29500,36,7.9,2025-10-14,2025-10-21,7,Active,Low,25812.79
L0001108,C001539,Home Improvement,South East,24500,24,18.9,2026-06-04,2026-06-10,6,Active,Medium,5753.45
L0001109,C001541,Home Improvement,North West,25000,60,12.9,2025-09-04,2025-09-09,5,Closed,Medium,0
L0001110,C001542,Car Finance,Wales,11000,60,15.9,2025-03-23,2025-03-30,7,Active,Low,9416.07
L0001111,C001544,Home Improvement,North West,20000,12,15.9,2025-10-05,2025-10-09,4,Active,High,8159.82
L0001112,C001545,Home Improvement,North West,14000,60,12.9,2025-07-29,2025-08-03,5,Defaulted,Low,8932.18
L0001113,C001546,Home Improvement,London,19500,36,15.9,2025-07-19,2025-07-24,5,Active,Low,12510.68
L0001114,C001547,Personal Loan,South West,26000,60,7.9,2026-05-12,2026-05-19,7,Closed,Low,0
L0001115,C001549,Car Finance,Midlands,5500,60,15.9,2025-11-22,2025-11-24,2,Active,Medium,4845.43
L0001116,C001550,Home Improvement,London,17500,24,9.9,2025-04-04,2025-04-09,5,Active,Low,10186.07
L0001117,C001551,Debt Consolidation,North West,4500,12,15.9,2025-06-29,2025-07-04,5,Active,Medium,837.68
L0001118,C001553,Personal Loan,Scotland,5500,24,12.9,2025-05-11,2025-05-16,5,Active,Low,1303.74
L0001119,C001555,Car Finance,Wales,27500,36,12.9,2025-03-11,2025-03-16,5,Delinquent,Medium,10926.64
L0001120,C001556,Debt Consolidation,London,12000,12,9.9,2025-06-18,2025-06-24,6,Closed,Medium,0
L0001121,C001557,Home Improvement,South West,15000,24,9.9,2025-07-03,2025-07-10,7,Active,Medium,13193.8
L0001122,C001559,Debt Consolidation,Midlands,10500,12,18.9,2025-01-13,2025-01-17,4,Approved,Medium,3189.4
L0001123,C001562,Debt Consolidation,Scotland,3500,24,12.9,2025-03-21,2025-03-27,6,Active,Low,1892.56
L0001124,C001563,Car Finance,London,9000,12,15.9,2025-05-10,2025-05-13,3,Active,Low,4098.15
L0001125,C001564,Personal Loan,North West,8000,48,9.9,2026-02-21,2026-02-26,5,Active,High,6139.74
L0001126,C001565,Car Finance,Wales,20000,24,12.9,2025-06-06,2025-06-12,6,Active,Low,8588.66
L0001127,C001566,Personal Loan,North West,26000,36,9.9,2025-12-31,2026-01-05,5,Closed,Low,0
L0001128,C001567,Personal Loan,Scotland,9500,60,18.9,2025-12-18,2025-12-22,4,Active,Low,2180.92
L0001129,C001568,Personal Loan,London,6000,36,12.9,2025-09-24,2025-10-01,7,Approved,Low,4541.46
L0001130,C001569,Personal Loan,South West,16000,60,18.9,2026-02-18,2026-02-22,4,Active,Low,3827.87
L0001131,C001570,Home Improvement,London,7000,60,12.9,2026-05-09,2026-05-14,5,Active,Low,4132.71
L0001132,C001571,Personal Loan,Scotland,17500,36,15.9,2025-06-23,2025-06-28,5,Delinquent,Low,3251.53
L0001133,C001573,Personal Loan,South East,3500,12,7.9,2026-05-27,2026-06-02,6,Active,Low,1016.74
L0001134,C001574,Personal Loan,Scotland,15500,60,18.9,2026-04-20,2026-04-25,5,Delinquent,Medium,2835.3
L0001135,C001576,Home Improvement,South West,28000,36,12.9,2025-06-09,2025-06-16,7,Approved,Low,11795.75
L0001136,C001578,Debt Consolidation,South West,11000,24,12.9,2025-06-24,2025-06-27,3,Approved,Medium,5474.83
L0001137,C001579,Car Finance,Wales,4500,24,18.9,2026-02-15,2026-02-20,5,Active,Low,2354.3
L0001138,C001581,Car Finance,London,22000,12,12.9,2025-03-13,2025-03-17,4,Closed,Medium,0
L0001139,C001582,Home Improvement,North West,27500,48,15.9,2025-06-27,2025-07-01,4,Closed,Medium,0
L0001140,C001583,Debt Consolidation,North West,11500,60,9.9,2026-01-13,2026-01-19,6,Approved,Low,9754.98
L0001141,C001584,Personal Loan,South West,8500,12,12.9,2025-06-07,2025-06-12,5,Active,Low,3802.03
L0001142,C001585,Home Improvement,South West,28000,60,9.9,2026-03-26,2026-04-01,6,Active,Medium,5695.59
L0001143,C001586,Car Finance,North West,23500,48,12.9,2025-01-15,2025-01-19,4,Active,Medium,15784.07
L0001144,C001587,Home Improvement,North West,24500,24,18.9,2025-11-04,2025-11-10,6,Closed,Low,0
L0001145,C001588,Car Finance,London,2000,12,12.9,2025-01-22,2025-01-25,3,Active,Medium,1039.57
L0001146,C001589,Home Improvement,Wales,23000,24,7.9,2026-05-15,2026-05-18,3,Active,Low,6468.48
L0001147,C001590,Personal Loan,Wales,20500,36,12.9,2026-03-16,2026-03-21,5,Active,Medium,10861.23
L0001148,C001591,Home Improvement,South West,3500,60,15.9,2025-05-21,2025-05-28,7,Closed,Low,0
L0001149,C001592,Home Improvement,Scotland,14500,12,9.9,2025-02-12,2025-02-17,5,Active,Low,11077.33
L0001150,C001593,Home Improvement,South West,28000,48,15.9,2025-12-12,2025-12-15,3,Active,Low,7014.5
L0001151,C001594,Personal Loan,Wales,29500,24,9.9,2025-12-21,2025-12-23,2,Active,Low,20303.75
L0001152,C001595,Debt Consolidation,South West,19500,12,18.9,2025-08-14,2025-08-22,8,Active,Low,4484.0
L0001153,C001597,Home Improvement,Scotland,8000,12,9.9,2026-05-16,2026-05-23,7,Closed,Low,0
L0001154,C001598,Debt Consolidation,Scotland,26000,48,12.9,2026-03-24,2026-03-30,6,Active,High,16764.67
L0001155,C001600,Home Improvement,Wales,16000,36,15.9,2026-06-02,2026-06-06,4,Active,High,6444.65
L0001156,C001601,Car Finance,Wales,10000,12,7.9,2025-09-12,2025-09-19,7,Active,High,8364.18
L0001157,C001603,Debt Consolidation,South East,2000,24,12.9,2025-02-26,2025-03-05,7,Active,Medium,1092.41
L0001158,C001604,Home Improvement,London,20500,24,9.9,2026-01-20,2026-01-25,5,Approved,Medium,4715.82
L0001159,C001605,Car Finance,South West,3500,36,12.9,2026-05-05,2026-05-11,6,Active,Low,727.94
L0001160,C001607,Car Finance,Wales,29500,24,12.9,2025-01-31,2025-02-09,9,Active,Low,5208.82
L0001161,C001608,Home Improvement,Scotland,9500,12,9.9,2026-03-08,2026-03-14,6,Approved,Medium,6051.77
L0001162,C001609,Car Finance,Midlands,29000,60,7.9,2025-07-19,2025-07-26,7,Active,Low,4375.06
L0001163,C001610,Home Improvement,South East,18000,12,15.9,2026-05-24,2026-06-02,9,Active,Low,15152.41
L0001164,C001611,Home Improvement,South West,13500,48,18.9,2026-01-11,2026-01-16,5,Active,Low,5696.65
L0001165,C001613,Home Improvement,North West,4000,24,9.9,2025-09-22,2025-09-26,4,Active,Low,3026.66
L0001166,C001614,Debt Consolidation,Scotland,23000,24,18.9,2025-09-08,2025-09-14,6,Closed,Low,0
L0001167,C001615,Home Improvement,South East,27500,60,18.9,2026-05-18,2026-05-23,5,Active,Low,7162.31
L0001168,C001617,Personal Loan,Midlands,24000,60,15.9,2025-08-23,2025-08-30,7,Active,Low,23187.26
L0001169,C001618,Home Improvement,London,21000,60,12.9,2025-07-28,2025-08-01,4,Active,Medium,3751.69
L0001170,C001619,Debt Consolidation,Scotland,13000,60,15.9,2025-08-17,2025-08-22,5,Active,Low,10974.15
L0001171,C001620,Car Finance,London,9500,60,15.9,2026-01-02,2026-01-05,3,Active,Low,5491.47
L0001172,C001621,Personal Loan,London,8000,60,18.9,2025-03-27,2025-03-30,3,Active,Medium,7241.98
L0001173,C001622,Car Finance,South West,21000,36,7.9,2026-03-22,2026-03-29,7,Closed,Medium,0
L0001174,C001623,Car Finance,North West,4000,60,12.9,2025-05-28,2025-06-02,5,Active,Low,3469.7
L0001175,C001624,Home Improvement,London,21000,24,18.9,2025-01-16,2025-01-24,8,Active,Medium,11151.34
L0001176,C001627,Debt Consolidation,North West,15500,36,15.9,2026-04-14,2026-04-18,4,Active,Low,12952.52
L0001177,C001628,Home Improvement,Wales,27500,12,18.9,2026-02-01,2026-02-07,6,Active,Low,15471.08
L0001178,C001629,Car Finance,London,22000,24,12.9,2025-09-28,2025-10-04,6,Active,Medium,20910.12
L0001179,C001631,Home Improvement,Midlands,16500,60,7.9,2025-12-08,2025-12-12,4,Active,Low,10955.26
L0001180,C001632,Car Finance,London,23000,36,9.9,2025-11-18,2025-11-23,5,Closed,Low,0
L0001181,C001633,Debt Consolidation,North West,23000,36,9.9,2025-03-03,2025-03-09,6,Active,Low,4924.37
L0001182,C001634,Debt Consolidation,South West,29500,48,9.9,2025-01-29,2025-02-05,7,Approved,Medium,18496.68
L0001183,C001636,Personal Loan,North West,13500,24,18.9,2025-04-17,2025-04-23,6,Active,Low,2772.07
L0001184,C001637,Personal Loan,Midlands,22500,12,12.9,2026-05-09,2026-05-14,5,Delinquent,Low,9194.66
L0001185,C001638,Home Improvement,Scotland,22500,12,18.9,2025-07-20,2025-07-23,3,Active,Low,16885.66
L0001186,C001639,Debt Consolidation,South East,7500,48,15.9,2025-01-30,2025-02-03,4,Active,Low,6153.37
L0001187,C001640,Debt Consolidation,South East,10000,60,9.9,2026-01-10,2026-01-18,8,Closed,High,0
L0001188,C001641,Home Improvement,Midlands,24500,12,9.9,2025-11-14,2025-11-20,6,Closed,Medium,0
L0001189,C001643,Home Improvement,South West,20000,36,12.9,2025-11-23,2025-11-29,6,Active,Low,4059.02
L0001190,C001646,Home Improvement,London,22500,36,9.9,2025-08-04,2025-08-07,3,Active,Low,17140.22
L0001191,C001647,Personal Loan,North West,2500,60,7.9,2025-04-18,2025-04-23,5,Closed,Low,0
L0001192,C001648,Personal Loan,North West,26500,12,7.9,2025-02-03,2025-02-07,4,Approved,Low,8551.15
L0001193,C001649,Car Finance,London,12500,24,15.9,2025-12-15,2025-12-24,9,Closed,High,0
L0001194,C001650,Personal Loan,North West,8500,12,7.9,2025-10-03,2025-10-07,4,Active,Low,1693.88
L0001195,C001651,Home Improvement,North West,23500,12,9.9,2025-07-29,2025-08-01,3,Active,Medium,14213.85
L0001196,C001652,Debt Consolidation,South East,23500,36,15.9,2025-09-05,2025-09-10,5,Approved,Low,22450.23
L0001197,C001654,Personal Loan,Midlands,21000,48,7.9,2025-08-05,2025-08-10,5,Active,Low,11055.37
L0001198,C001655,Car Finance,South East,28500,36,18.9,2025-04-14,2025-04-18,4,Active,Medium,12355.0
L0001199,C001656,Personal Loan,North West,17500,24,7.9,2025-03-30,2025-04-03,4,Active,High,2732.4
L0001200,C001657,Personal Loan,Wales,22500,36,18.9,2025-07-31,2025-08-04,4,Active,Medium,10019.25
L0001201,C001658,Home Improvement,Scotland,24500,36,18.9,2025-08-05,2025-08-11,6,Active,Low,14854.8
L0001202,C001659,Debt Consolidation,North West,12500,12,7.9,2026-04-09,2026-04-13,4,Active,Low,7036.03
L0001203,C001660,Home Improvement,South East,7000,48,9.9,2025-11-01,2025-11-06,5,Closed,Medium,0
L0001204,C001664,Car Finance,London,27500,12,15.9,2025-05-19,2025-05-23,4,Active,Medium,19333.04
L0001205,C001665,Home Improvement,Midlands,28500,24,18.9,2025-07-08,2025-07-12,4,Active,Medium,22694.6
L0001206,C001666,Personal Loan,South West,11000,48,7.9,2025-08-16,2025-08-21,5,Active,Medium,2903.72
L0001207,C001668,Debt Consolidation,Wales,21000,24,15.9,2026-04-14,2026-04-17,3,Defaulted,Low,7435.41
L0001208,C001669,Home Improvement,North West,14000,60,7.9,2025-01-24,2025-01-28,4,Active,Low,11506.25
L0001209,C001670,Personal Loan,Midlands,20500,12,12.9,2025-08-12,2025-08-19,7,Active,Medium,14998.27
L0001210,C001673,Debt Consolidation,Wales,4000,12,9.9,2025-10-29,2025-11-02,4,Active,Medium,1181.71
L0001211,C001675,Personal Loan,London,18500,36,7.9,2025-12-13,2025-12-19,6,Active,Low,15468.07
L0001212,C001676,Debt Consolidation,Scotland,14500,48,15.9,2025-03-25,2025-03-28,3,Active,Medium,7626.73
L0001213,C001677,Car Finance,London,28500,36,9.9,2025-04-05,2025-04-13,8,Active,High,16871.87
L0001214,C001678,Car Finance,Wales,8500,12,15.9,2025-02-14,2025-02-19,5,Closed,Medium,0
L0001215,C001679,Car Finance,North West,29000,36,15.9,2025-05-26,2025-05-31,5,Closed,High,0
L0001216,C001680,Home Improvement,North West,9500,48,9.9,2026-01-20,2026-01-24,4,Active,Medium,7628.0
L0001217,C001681,Car Finance,Midlands,26000,36,18.9,2025-07-16,2025-07-19,3,Closed,Medium,0
L0001218,C001682,Debt Consolidation,North West,26000,12,12.9,2025-07-15,2025-07-21,6,Active,Low,7375.49
L0001219,C001685,Debt Consolidation,North West,5000,36,7.9,2025-01-17,2025-01-23,6,Closed,Low,0
L0001220,C001686,Home Improvement,North West,23500,24,15.9,2025-11-03,2025-11-07,4,Approved,Medium,20194.14
L0001221,C001687,Personal Loan,South East,16000,60,18.9,2026-01-30,2026-02-03,4,Active,High,14619.5
L0001222,C001688,Personal Loan,Midlands,11000,24,9.9,2026-05-28,2026-05-30,2,Closed,High,0
L0001223,C001690,Personal Loan,Scotland,24000,48,9.9,2026-05-10,2026-05-19,9,Closed,Low,0
L0001224,C001691,Personal Loan,Wales,22500,48,15.9,2025-08-21,2025-08-28,7,Closed,Medium,0
L0001225,C001692,Personal Loan,North West,10500,12,12.9,2025-07-10,2025-07-14,4,Approved,Medium,9309.64
L0001226,C001693,Debt Consolidation,Midlands,23000,60,15.9,2025-07-07,2025-07-12,5,Defaulted,Low,9677.87
L0001227,C001697,Car Finance,South East,29500,60,15.9,2026-05-14,2026-05-22,8,Approved,Medium,15151.74
L0001228,C001699,Debt Consolidation,South East,6000,12,12.9,2025-03-29,2025-04-02,4,Delinquent,Low,4447.22
L0001229,C001700,Home Improvement,South West,28500,48,7.9,2026-03-24,2026-03-29,5,Active,Low,17679.64
L0001230,C001702,Debt Consolidation,North West,13500,48,15.9,2025-12-07,2025-12-11,4,Active,Low,3702.16
L0001231,C001703,Debt Consolidation,Scotland,18500,36,15.9,2025-01-11,2025-01-14,3,Active,High,11644.49
L0001232,C001704,Debt Consolidation,South West,4500,24,18.9,2025-09-06,2025-09-09,3,Closed,Low,0
L0001233,C001705,Car Finance,Wales,8500,48,18.9,2025-03-22,2025-03-27,5,Closed,Low,0
L0001234,C001707,Debt Consolidation,Wales,11000,48,18.9,2025-09-05,2025-09-11,6,Closed,Medium,0
L0001235,C001708,Debt Consolidation,Scotland,25500,36,12.9,2026-03-09,2026-03-12,3,Active,Low,9569.93
L0001236,C001709,Home Improvement,London,28500,36,12.9,2025-07-10,2025-07-14,4,Delinquent,Low,11382.01
L0001237,C001710,Car Finance,London,18000,48,9.9,2025-12-20,2025-12-23,3,Closed,Medium,0
L0001238,C001712,Home Improvement,South East,17500,24,15.9,2025-02-01,2025-02-08,7,Defaulted,Medium,10891.29
