VerificationID,LoanID,CustomerID,KYCStatus,VerificationDate,DocumentType,VerificationMethod
V0001648,L0001648,C002307,Verified,2025-10-04,Passport,Manual
V0001649,L0001649,C002308,Verified,2026-06-05,Driving Licence,Manual
V0001650,L0001650,C002309,Manual Review,2026-06-05,Driving Licence,API
V0001651,L0001651,C002312,Verified,2026-04-13,Passport,Manual
V0001652,L0001652,C002313,Failed,2025-05-01,Passport,API
V0001653,L0001653,C002314,Verified,2026-02-20,Utility Bill,API
V0001654,L0001654,C002315,Verified,2025-11-22,Driving Licence,Manual
V0001655,L0001655,C002316,Verified,2025-01-12,Passport,Manual
V0001656,L0001656,C002317,Verified,2025-05-16,Utility Bill,API
V0001657,L0001657,C002318,Verified,2025-12-20,BRP,API
V0001658,L0001658,C002319,Verified,2025-03-04,Utility Bill,Email
V0001659,L0001659,C002320,Verified,2025-04-02,Passport,Email
V0001660,L0001660,C002321,Verified,2025-12-02,Passport,API
V0001661,L0001661,C002322,Verified,2025-01-24,Utility Bill,Email
V0001662,L0001662,C002325,Verified,2026-04-21,Driving Licence,Email
V0001663,L0001663,C002326,Verified,2025-08-20,Passport,Manual
V0001664,L0001664,C002327,Verified,2025-09-26,Utility Bill,Manual
V0001665,L0001665,C002328,Verified,2025-05-08,Utility Bill,Email
V0001666,L0001666,C002330,Manual Review,2026-04-07,Passport,Email
V0001667,L0001667,C002332,Verified,2025-05-06,Passport,API
V0001668,L0001668,C002333,Verified,2025-02-17,Utility Bill,Manual
V0001669,L0001669,C002334,Verified,2025-06-29,Utility Bill,Manual
V0001670,L0001670,C002335,Manual Review,2025-04-17,Passport,API
V0001671,L0001671,C002336,Verified,2025-12-24,Driving Licence,Manual
V0001672,L0001672,C002337,Failed,2025-08-14,Passport,API
V0001673,L0001673,C002338,Verified,2025-11-28,BRP,Email
V0001674,L0001674,C002339,Verified,2025-04-09,Passport,Email
V0001675,L0001675,C002340,Verified,2025-01-30,BRP,API
V0001676,L0001676,C002341,Verified,2026-03-30,Passport,Manual
V0001677,L0001677,C002343,Verified,2025-07-14,BRP,Email
V0001678,L0001678,C002344,Verified,2025-07-05,BRP,Email
V0001679,L0001679,C002346,Failed,2026-01-16,Driving Licence,API
V0001680,L0001680,C002347,Verified,2025-12-17,Utility Bill,API
V0001681,L0001681,C002348,Manual Review,2025-11-21,BRP,Email
V0001682,L0001682,C002349,Verified,2025-11-09,BRP,Email
V0001683,L0001683,C002350,Verified,2025-05-11,BRP,Manual
V0001684,L0001684,C002351,Manual Review,2025-07-08,BRP,API
V0001685,L0001685,C002352,Verified,2026-01-22,Utility Bill,API
V0001686,L0001686,C002353,Verified,2026-03-09,Driving Licence,Email
V0001687,L0001687,C002354,Verified,2026-01-28,Driving Licence,Email
V0001688,L0001688,C002355,Verified,2025-12-31,BRP,Email
V0001689,L0001689,C002356,Verified,2025-12-04,Passport,Email
V0001690,L0001690,C002357,Verified,2025-08-16,BRP,Email
V0001691,L0001691,C002360,Manual Review,2025-08-27,BRP,Manual
V0001692,L0001692,C002361,Manual Review,2025-03-17,BRP,Manual
V0001693,L0001693,C002362,Verified,2025-12-03,Utility Bill,API
V0001694,L0001694,C002364,Verified,2025-07-13,Utility Bill,Manual
V0001695,L0001695,C002365,Verified,2026-02-23,BRP,Email
V0001696,L0001696,C002367,Verified,2025-09-08,Passport,Manual
V0001697,L0001697,C002368,Verified,2025-08-06,Driving Licence,Email
V0001698,L0001698,C002369,Manual Review,2025-07-14,BRP,API
V0001699,L0001699,C002370,Verified,2025-10-17,Passport,Email
V0001700,L0001700,C002371,Manual Review,2026-04-12,BRP,Manual
V0001701,L0001701,C002372,Verified,2025-03-17,Passport,Email
V0001702,L0001702,C002373,Verified,2025-07-11,Driving Licence,Manual
V0001703,L0001703,C002375,Verified,2025-04-02,Utility Bill,Email
V0001704,L0001704,C002379,Verified,2026-05-17,BRP,Manual
V0001705,L0001705,C002381,Verified,2025-06-05,Passport,Email
V0001706,L0001706,C002382,Failed,2026-03-27,Driving Licence,Manual
V0001707,L0001707,C002383,Verified,2025-05-17,Driving Licence,Email
V0001708,L0001708,C002384,Verified,2026-01-01,Passport,API
V0001709,L0001709,C002386,Verified,2025-01-07,Driving Licence,API
V0001710,L0001710,C002387,Verified,2025-12-30,BRP,Email
V0001711,L0001711,C002388,Verified,2025-09-08,Passport,API
V0001712,L0001712,C002390,Verified,2026-04-07,Passport,API
V0001713,L0001713,C002391,Verified,2026-05-18,Utility Bill,Manual
V0001714,L0001714,C002393,Verified,2025-02-09,Passport,API
V0001715,L0001715,C002394,Verified,2025-06-25,BRP,API
V0001716,L0001716,C002395,Verified,2025-07-11,Passport,API
V0001717,L0001717,C002397,Verified,2025-07-11,BRP,Email
V0001718,L0001718,C002398,Verified,2025-10-15,Passport,Manual
V0001719,L0001719,C002400,Verified,2025-10-16,Driving Licence,Manual
V0001720,L0001720,C002401,Verified,2025-03-08,Utility Bill,API
V0001721,L0001721,C002402,Verified,2025-01-18,Driving Licence,Manual
V0001722,L0001722,C002403,Verified,2025-06-13,Utility Bill,Email
V0001723,L0001723,C002405,Verified,2026-04-03,BRP,Manual
V0001724,L0001724,C002406,Verified,2025-04-23,BRP,API
V0001725,L0001725,C002407,Verified,2025-05-20,Utility Bill,Manual
V0001726,L0001726,C002408,Verified,2026-04-18,Passport,Manual
V0001727,L0001727,C002409,Verified,2026-04-29,Driving Licence,API
V0001728,L0001728,C002410,Verified,2026-03-04,BRP,Manual
V0001729,L0001729,C002411,Verified,2025-10-24,Driving Licence,Manual
V0001730,L0001730,C002412,Verified,2026-04-19,BRP,API
V0001731,L0001731,C002413,Verified,2025-07-06,Passport,Manual
V0001732,L0001732,C002415,Verified,2025-03-02,Passport,API
V0001733,L0001733,C002416,Verified,2026-03-14,BRP,API
V0001734,L0001734,C002417,Verified,2025-02-19,Utility Bill,Email
V0001735,L0001735,C002420,Verified,2025-09-22,BRP,Manual
V0001736,L0001736,C002422,Verified,2026-02-23,BRP,Manual
V0001737,L0001737,C002424,Verified,2025-08-16,Passport,API
V0001738,L0001738,C002425,Verified,2025-02-17,Passport,Manual
V0001739,L0001739,C002426,Failed,2025-01-19,Driving Licence,Email
V0001740,L0001740,C002428,Verified,2026-01-07,Utility Bill,Manual
V0001741,L0001741,C002429,Verified,2025-11-04,Driving Licence,Email
V0001742,L0001742,C002430,Verified,2025-01-20,BRP,Manual
V0001743,L0001743,C002432,Verified,2026-04-07,Utility Bill,API
V0001744,L0001744,C002433,Verified,2025-09-08,Passport,Manual
V0001745,L0001745,C002434,Verified,2025-07-14,Driving Licence,API
V0001746,L0001746,C002435,Verified,2026-02-22,Driving Licence,Manual
V0001747,L0001747,C002436,Verified,2025-06-02,Utility Bill,API
V0001748,L0001748,C002438,Verified,2025-04-12,Passport,Manual
V0001749,L0001749,C002439,Verified,2025-04-19,Driving Licence,API
V0001750,L0001750,C002440,Verified,2025-02-24,Utility Bill,Manual
V0001751,L0001751,C002441,Verified,2026-02-16,BRP,Email
V0001752,L0001752,C002442,Verified,2025-05-30,Driving Licence,Email
V0001753,L0001753,C002443,Verified,2025-09-26,Utility Bill,Manual
V0001754,L0001754,C002446,Verified,2025-12-24,BRP,API
V0001755,L0001755,C002448,Verified,2025-10-04,Passport,Email
V0001756,L0001756,C002449,Verified,2026-02-15,Passport,API
V0001757,L0001757,C002450,Manual Review,2025-03-24,Utility Bill,API
V0001758,L0001758,C002453,Verified,2025-10-27,BRP,Manual
V0001759,L0001759,C002454,Verified,2026-01-04,Utility Bill,API
V0001760,L0001760,C002455,Verified,2025-05-09,Passport,Manual
V0001761,L0001761,C002456,Verified,2026-04-28,Driving Licence,Email
V0001762,L0001762,C002457,Verified,2026-03-17,Passport,Manual
V0001763,L0001763,C002458,Verified,2026-01-04,Utility Bill,Email
V0001764,L0001764,C002460,Verified,2025-02-21,BRP,API
V0001765,L0001765,C002464,Verified,2025-08-12,Driving Licence,API
V0001766,L0001766,C002466,Verified,2025-01-30,Utility Bill,Email
V0001767,L0001767,C002467,Verified,2026-06-01,Utility Bill,Manual
V0001768,L0001768,C002468,Verified,2025-10-24,Utility Bill,Email
V0001769,L0001769,C002469,Manual Review,2025-05-04,BRP,Manual
V0001770,L0001770,C002470,Verified,2025-09-23,Utility Bill,API
V0001771,L0001771,C002471,Verified,2025-08-17,BRP,API
V0001772,L0001772,C002472,Verified,2025-05-01,BRP,Manual
V0001773,L0001773,C002474,Verified,2025-06-26,Passport,Email
V0001774,L0001774,C002476,Verified,2025-01-18,Utility Bill,Email
V0001775,L0001775,C002477,Verified,2026-03-19,BRP,Manual
V0001776,L0001776,C002478,Manual Review,2025-09-18,Driving Licence,Email
V0001777,L0001777,C002480,Verified,2025-04-09,Utility Bill,API
V0001778,L0001778,C002481,Manual Review,2025-05-19,BRP,Email
V0001779,L0001779,C002482,Verified,2025-03-16,BRP,Manual
V0001780,L0001780,C002484,Verified,2025-10-06,Passport,Manual
V0001781,L0001781,C002485,Verified,2025-02-25,Utility Bill,Manual
V0001782,L0001782,C002486,Verified,2025-07-25,Driving Licence,Email
V0001783,L0001783,C002487,Verified,2025-09-25,BRP,API
V0001784,L0001784,C002489,Verified,2025-08-01,BRP,Email
V0001785,L0001785,C002490,Verified,2025-02-19,BRP,API
V0001786,L0001786,C002491,Verified,2025-03-04,Passport,Email
V0001787,L0001787,C002492,Verified,2026-01-07,Utility Bill,Email
V0001788,L0001788,C002493,Verified,2025-05-23,BRP,Manual
V0001789,L0001789,C002494,Manual Review,2025-04-09,BRP,Email
V0001790,L0001790,C002495,Verified,2025-01-17,Driving Licence,Manual
V0001791,L0001791,C002497,Manual Review,2025-10-22,BRP,Manual
V0001792,L0001792,C002498,Verified,2025-03-19,Passport,Email
V0001793,L0001793,C002499,Verified,2025-11-07,Driving Licence,API
